Unnamed: 0,Tenure,Gender,EducationLevel,LoanStatus,NetPromoterScore,TransactionFrequency,Surname,Age,Geography,ComplaintsCount,HasCrCard,EstimatedSalary,IsActiveMember,AvgTransactionAmount,CustomerSegment,MaritalStatus,DigitalEngagementScore,ID,CreditScore,SavingsAccountFlag,Balance,NumOfProducts,Exited
3981,,Male,,No loan,9.0,25.0,Nnaife,45.0,Germany,0.0,1.0,132127.69,0.0,,Affluent,Single,,,599.0,1.0,103583.05,1.0,1
3982,1.0,Female,,,10.0,26.0,Milanesi,31.0,France,,0.0,17128.64,1.0,,Mass Market,Married,63.0,,,1.0,152663.77,1.0,0
3983,9.0,Female,,No loan,8.0,,Cattaneo,44.0,Germany,0.0,,110718.02,1.0,,,Married,,,615.0,1.0,126104.98,2.0,0
3984,,,High School,No loan,9.0,26.0,Maclean,,France,0.0,0.0,125110.02,0.0,,,Single,64.0,,797.0,1.0,0.0,1.0,0
3985,8.0,Female,University,,9.0,30.0,,,,,1.0,,0.0,104.237647752931,,Married,54.0,,850.0,1.0,,2.0,0
3986,,Male,,Default risk,,45.0,,23.0,,2.0,1.0,189613.12,0.0,,High Net Worth,Divorced,61.0,1104.0,,0.0,0.0,2.0,0
3987,,Female,University,No loan,10.0,29.0,,31.0,Spain,,1.0,151843.54,0.0,,,Married,,1869.0,625.0,,,2.0,0
3988,9.0,Female,University,,,,Lucchese,40.0,Germany,0.0,1.0,18082.06,0.0,,Mass Market,Married,54.0,986.0,,1.0,134504.78,,0
3989,2.0,,,No loan,8.0,34.0,Milne,,Germany,0.0,1.0,145387.05,0.0,62.2830992902938,Mass Market,Married,,,,1.0,,1.0,1
3990,9.0,Female,,,,,Arcuri,36.0,Spain,0.0,1.0,16274.67,1.0,76.8050535555057,Affluent,Single,,,503.0,0.0,0.0,2.0,0
3991,,Male,,No loan,,,Nicholson,36.0,,0.0,,105152.17,0.0,,,Married,42.0,3707.0,735.0,1.0,,,0
3992,,Female,,Default risk,,30.0,Yefimova,55.0,France,4.0,0.0,196794.11,,114.03899967374,High Net Worth,Widowed,40.0,6270.0,678.0,0.0,0.0,,1
3993,4.0,,,,1.0,,Frewin,43.0,France,2.0,1.0,77128.23,1.0,54.6604451622963,High Net Worth,Divorced,34.0,6318.0,612.0,,139496.35,,0
3994,9.0,Female,,No loan,8.0,,Alexeyeva,31.0,,0.0,0.0,76254.83,,115.401878310838,Mass Market,Married,75.0,1000.0,,1.0,0.0,1.0,0
3996,7.0,,Postgraduate,Default risk,1.0,33.0,,33.0,Germany,,1.0,56053.06,1.0,,,Divorced,,4477.0,,0.0,99046.31,2.0,0
3997,6.0,,High School,No loan,9.0,30.0,,,France,0.0,1.0,9398.45,1.0,193.470187140593,Affluent,Single,69.0,2750.0,720.0,1.0,110717.38,1.0,0
3998,6.0,Female,University,,9.0,28.0,Dennis,36.0,,,1.0,,,87.1714544434902,Mass Market,,43.0,3106.0,840.0,1.0,,2.0,0
3999,,,High School,,2.0,40.0,,45.0,,0.0,,174916.85,1.0,134.531007210071,Affluent,,63.0,2761.0,645.0,,0.0,1.0,1
4000,8.0,Male,High School,,9.0,22.0,Chin,,Spain,0.0,,97877.92,,,,Single,,1307.0,,,96950.21,1.0,0
4001,5.0,Female,High School,Active loan,4.0,38.0,Jideofor,,France,0.0,1.0,41052.82,0.0,48.4359355043551,Affluent,Single,72.0,1199.0,707.0,0.0,0.0,2.0,0
4002,,Female,,,10.0,35.0,Jenkins,28.0,France,0.0,1.0,41227.67,0.0,,Mass Market,Married,,3849.0,623.0,,0.0,,0
4003,0.0,Male,,No loan,,,Thomas,41.0,Germany,0.0,0.0,,0.0,,Mass Market,,,1646.0,523.0,1.0,119276.31,1.0,1
4004,,,High School,Active loan,7.0,32.0,Brown,35.0,Spain,0.0,1.0,,1.0,235.754512701401,,,,4976.0,463.0,0.0,,2.0,0
4005,,Female,,,8.0,30.0,Cawthorne,23.0,France,0.0,0.0,177607.77,1.0,116.482903496499,Mass Market,Married,67.0,3280.0,623.0,1.0,106012.2,2.0,0
4006,4.0,Male,University,No loan,8.0,,Green,48.0,Spain,0.0,1.0,85891.02,0.0,188.3819273094,Mass Market,Married,53.0,6656.0,559.0,1.0,114739.92,1.0,1
4007,,Male,,,,33.0,Burgoyne,44.0,Spain,1.0,0.0,79691.4,,104.84501088374,High Net Worth,,,6751.0,497.0,0.0,121250.04,1.0,0
4008,3.0,Male,High School,,,34.0,,62.0,Germany,,1.0,143104.3,1.0,125.316500755797,Affluent,Single,47.0,4167.0,,0.0,,2.0,0
4009,8.0,Male,,No loan,10.0,29.0,Fan,,France,0.0,,56787.8,,55.0644710896928,Mass Market,,74.0,3385.0,659.0,1.0,133436.52,1.0,0
4010,5.0,,High School,No loan,9.0,21.0,Hill,,,,,,0.0,,Mass Market,,,2940.0,580.0,,113923.81,,0
4011,8.0,,,Active loan,3.0,21.0,Craig,32.0,France,,,27548.06,,118.09913906135,High Net Worth,Divorced,57.0,3837.0,835.0,0.0,124993.29,2.0,0
4012,,Female,High School,No loan,9.0,31.0,Uvarova,35.0,France,0.0,,104706.29,1.0,,,Married,,2504.0,763.0,1.0,115651.6,,0
4013,10.0,,,No loan,,,Somadina,,Spain,0.0,,180808.39,1.0,122.740738008148,Affluent,Single,,6553.0,641.0,1.0,,2.0,0
4014,,Male,,No loan,9.0,,Chukwukere,,France,,,,,88.5148865124082,Mass Market,,47.0,,601.0,,123971.16,1.0,0
4015,,Male,University,,8.0,28.0,Campbell,,Germany,0.0,,79559.02,,106.155112186009,Mass Market,Married,49.0,,533.0,1.0,127545.56,,1
4016,,Female,High School,Active loan,7.0,26.0,Bryant,35.0,France,,1.0,,1.0,46.859656008238,Affluent,Single,83.0,,682.0,0.0,,1.0,1
4017,2.0,,High School,No loan,2.0,26.0,Hsing,,,,,122925.44,1.0,124.842168779978,,Single,50.0,,529.0,,,1.0,0
4018,2.0,,High School,Active loan,,29.0,Chukwudi,43.0,Spain,0.0,,107415.02,,228.052986255343,Affluent,Single,99.0,938.0,727.0,0.0,,,1
4019,3.0,,,Active loan,4.0,26.0,Watkins,37.0,France,0.0,1.0,,0.0,146.705970490191,Affluent,Single,70.0,,,0.0,91184.01,1.0,0
4020,0.0,Male,,,,34.0,Smith,38.0,France,0.0,0.0,158111.71,0.0,97.7956977254948,,Married,,3622.0,,1.0,,,0
4021,,Female,High School,No loan,5.0,27.0,,38.0,Germany,,,,,92.8718047738489,Affluent,,73.0,1932.0,,1.0,,,0
4022,9.0,Female,University,,9.0,31.0,,31.0,Spain,,0.0,,0.0,,Mass Market,Married,,1279.0,547.0,1.0,,2.0,0
4023,8.0,,High School,Active loan,7.0,31.0,Ugochukwu,29.0,Germany,,0.0,,,,Affluent,,68.0,1410.0,684.0,0.0,,,0
4024,2.0,,University,No loan,,36.0,Samsonova,34.0,Spain,0.0,,61251.25,0.0,104.287492939028,Mass Market,Married,51.0,,761.0,,0.0,2.0,0
4026,1.0,Male,High School,Active loan,,27.0,Hassall,31.0,,0.0,1.0,3148.2,1.0,184.754673081091,,Single,,2426.0,680.0,,,,0
4027,8.0,Female,University,,8.0,,Davidson,,Germany,0.0,0.0,197221.81,,,Mass Market,Married,60.0,3066.0,476.0,1.0,,,1
4028,0.0,Female,Postgraduate,,1.0,30.0,,42.0,Germany,2.0,1.0,,0.0,,,Divorced,40.0,6860.0,,0.0,101979.16,1.0,0
4029,4.0,,University,,,31.0,,46.0,Spain,0.0,1.0,,0.0,215.884124552215,Mass Market,,,6696.0,623.0,1.0,0.0,1.0,1
4030,0.0,Male,University,,,25.0,Brooks,61.0,France,0.0,1.0,188729.08,1.0,,Mass Market,Married,,,727.0,1.0,,2.0,1
4031,1.0,Male,High School,No loan,,28.0,Chiang,,France,0.0,,90607.31,0.0,,,,66.0,5108.0,553.0,,,2.0,0
4032,9.0,,High School,No loan,2.0,20.0,,32.0,,0.0,,148210.64,,118.076515088919,,Single,,58.0,678.0,,0.0,1.0,0
4033,2.0,,High School,,4.0,33.0,Monaldo,32.0,Germany,,,55867.38,1.0,82.9863022365784,Affluent,Single,52.0,,548.0,0.0,98986.28,1.0,0
4034,7.0,Male,Other,Default risk,0.0,,Lei,40.0,,3.0,1.0,141359.11,1.0,281.212706087127,,Widowed,49.0,,715.0,0.0,,1.0,0
4035,3.0,Male,University,,10.0,,,,Germany,0.0,,63082.88,,44.2755667206151,Mass Market,,,82.0,685.0,1.0,,,0
4036,9.0,,Postgraduate,Default risk,1.0,26.0,Vaguine,45.0,France,,1.0,155921.81,0.0,,High Net Worth,,48.0,,670.0,0.0,104930.38,1.0,1
4037,,Male,Postgraduate,Active loan,7.0,31.0,Russell,23.0,Germany,,1.0,76611.33,1.0,,High Net Worth,Divorced,74.0,,701.0,0.0,,,0
4039,9.0,Male,,No loan,,30.0,Dale,35.0,,,1.0,,1.0,68.2462187876586,Mass Market,Married,66.0,,458.0,,146780.52,2.0,0
4040,,Male,University,No loan,9.0,36.0,Dowse,46.0,Spain,0.0,1.0,4654.28,,82.2971562694727,Mass Market,,64.0,4288.0,682.0,1.0,0.0,1.0,0
4041,,Male,,No loan,8.0,26.0,,,Spain,0.0,1.0,175043.69,,106.053508627155,Mass Market,,,2358.0,802.0,1.0,0.0,2.0,0
4042,5.0,,University,No loan,10.0,,Salter,36.0,Germany,,1.0,36895.99,0.0,80.5867250642435,Mass Market,Married,37.0,5017.0,682.0,1.0,72373.62,2.0,0
4043,0.0,Male,University,,10.0,29.0,Manna,46.0,,0.0,1.0,78250.13,0.0,,,,,6865.0,653.0,1.0,119556.1,1.0,1
4045,1.0,,,,7.0,23.0,Dubinina,,France,,0.0,37543.93,0.0,68.498885710749,Affluent,Single,61.0,1252.0,669.0,,157848.53,1.0,1
4046,,Female,,No loan,9.0,42.0,Otutodilinna,40.0,France,0.0,0.0,122518.5,1.0,97.1909992649121,Mass Market,Married,58.0,4027.0,703.0,1.0,0.0,2.0,0
4047,6.0,Male,,,9.0,,Martin,27.0,France,0.0,,103603.65,0.0,213.64846877256,Mass Market,,90.0,5202.0,789.0,1.0,0.0,2.0,0
4048,3.0,Male,University,,9.0,40.0,Wentworth-Shields,53.0,Spain,,,,1.0,39.445710925779,Mass Market,,,397.0,741.0,,0.0,2.0,0
4049,7.0,Male,,,0.0,23.0,Oluchukwu,38.0,Spain,3.0,1.0,135096.78,0.0,,High Net Worth,,56.0,4782.0,624.0,0.0,,1.0,0
4050,3.0,Male,,Active loan,7.0,30.0,,50.0,Germany,,,,1.0,126.188794536759,,Single,37.0,1606.0,630.0,,,4.0,1
4051,,Male,University,No loan,,31.0,,30.0,,,1.0,,0.0,153.334083667817,,Married,72.0,,792.0,,,2.0,0
4052,0.0,Male,University,No loan,8.0,32.0,Manning,46.0,,0.0,1.0,36376.97,1.0,171.826636919105,Mass Market,Married,65.0,4291.0,,1.0,0.0,,0
4053,,Male,,No loan,10.0,36.0,,37.0,,0.0,0.0,25017.28,0.0,71.7435555933329,,Married,66.0,2801.0,,1.0,98400.61,,0
4054,9.0,,Postgraduate,,,,Yeh,,France,,0.0,139048.0,1.0,197.184837926399,High Net Worth,Divorced,63.0,1320.0,579.0,0.0,0.0,1.0,0
4055,4.0,Male,Other,Default risk,,,Wood,33.0,Spain,4.0,,,0.0,64.6454565598455,High Net Worth,,69.0,,751.0,0.0,,,0
4056,,Male,University,No loan,10.0,35.0,Bryant,,,0.0,0.0,54560.79,0.0,,,Married,38.0,924.0,635.0,,,2.0,1
4057,6.0,Male,University,No loan,9.0,29.0,Golubov,29.0,France,0.0,1.0,56971.41,1.0,79.519122066871,Mass Market,Married,58.0,6687.0,659.0,1.0,123192.12,,1
4058,4.0,,High School,No loan,9.0,,Cattaneo,41.0,,0.0,1.0,109783.29,1.0,,Mass Market,,,4537.0,593.0,,119703.1,2.0,0
4059,5.0,Male,High School,Active loan,6.0,36.0,McDavid,36.0,Spain,0.0,1.0,130610.78,,,,Single,54.0,5267.0,614.0,0.0,0.0,2.0,0
4060,1.0,Male,High School,No loan,9.0,32.0,Matveyev,39.0,Germany,0.0,,114092.52,0.0,221.842878329787,Mass Market,Married,,,540.0,,82531.11,1.0,0
4061,,Female,High School,No loan,9.0,32.0,,21.0,Germany,0.0,1.0,164966.27,1.0,103.643178492282,Affluent,Single,76.0,1133.0,685.0,1.0,,,0
4062,5.0,Female,Postgraduate,Active loan,,34.0,Swanson,,Germany,1.0,0.0,,0.0,88.7916604994273,High Net Worth,Divorced,56.0,3314.0,,,,,1
4063,8.0,Male,Postgraduate,Default risk,0.0,,,29.0,Spain,2.0,,152097.02,1.0,119.997409771505,High Net Worth,Divorced,78.0,5429.0,700.0,0.0,0.0,2.0,0
4064,8.0,,,Active loan,,23.0,Yin,40.0,Spain,0.0,,,0.0,103.92361806808,Affluent,Single,78.0,,784.0,0.0,0.0,2.0,0
4065,,,High School,Active loan,,,Kang,,France,,0.0,156598.23,,132.03180176606,Affluent,,63.0,4326.0,545.0,0.0,0.0,,0
4066,,Female,High School,,2.0,27.0,Chimaraoke,43.0,France,0.0,0.0,112026.1,1.0,,Affluent,Single,57.0,6274.0,660.0,,,1.0,1
4067,0.0,,University,,8.0,29.0,Vincent,37.0,,0.0,0.0,30114.32,0.0,124.792991008374,,Married,73.0,,,1.0,0.0,2.0,0
4068,6.0,,University,No loan,10.0,,Long,30.0,Spain,0.0,0.0,67997.13,0.0,91.9570672541946,,Married,36.0,1809.0,,1.0,0.0,,1
4069,3.0,,High School,No loan,2.0,34.0,,,Spain,,1.0,70532.53,1.0,82.4219434193567,Affluent,Single,51.0,,597.0,1.0,0.0,1.0,0
4070,5.0,Male,University,No loan,10.0,24.0,Denisov,58.0,Germany,,1.0,25881.0,0.0,109.521510434301,Mass Market,Married,65.0,2694.0,727.0,1.0,,1.0,1
4071,5.0,Female,,Active loan,,33.0,Reilly,,Spain,0.0,1.0,6129.61,0.0,100.716846135151,Affluent,Single,74.0,6620.0,689.0,0.0,95328.6,1.0,1
4072,6.0,Female,,Active loan,7.0,26.0,Wilkinson,22.0,Spain,0.0,0.0,84699.56,1.0,110.380366590938,Affluent,Single,63.0,114.0,717.0,0.0,101060.25,1.0,0
4073,4.0,Male,High School,,6.0,29.0,Wan,,France,0.0,,,,,,Single,,6957.0,,0.0,71018.6,2.0,0
4074,1.0,Female,,Active loan,,31.0,Cole,,Germany,1.0,,113428.77,,,High Net Worth,,55.0,268.0,640.0,0.0,106307.91,2.0,0
4075,0.0,Female,,No loan,10.0,34.0,Rowe,33.0,France,0.0,,74804.36,,,,Married,,6361.0,,1.0,,2.0,0
4076,5.0,Male,High School,No loan,2.0,29.0,Hu,42.0,France,0.0,,178504.29,,291.019698081956,Affluent,,46.0,1518.0,608.0,1.0,,,0
4077,,,University,,9.0,,Serra,40.0,,0.0,1.0,36690.49,,,,Married,59.0,2567.0,,1.0,94607.08,,0
4078,,,,,7.0,24.0,Watson,28.0,Spain,0.0,,146875.86,,42.2013194729426,Affluent,,54.0,,718.0,0.0,,2.0,0
4079,,,Postgraduate,Active loan,7.0,,Soto,45.0,France,,,143458.31,1.0,160.44794548995,High Net Worth,Divorced,66.0,3030.0,634.0,0.0,,,0
4080,,Male,,,8.0,34.0,,38.0,Germany,0.0,,158357.97,,,Mass Market,Married,51.0,2013.0,666.0,1.0,99812.88,2.0,0
4081,3.0,,Postgraduate,Active loan,3.0,33.0,Wu,42.0,Germany,1.0,0.0,,1.0,105.25702358419,High Net Worth,Divorced,,3960.0,,,,1.0,0
4082,,Female,,,,,,52.0,Germany,0.0,1.0,23548.45,1.0,,,Married,,4861.0,546.0,,106074.89,,1
4083,,Male,,Active loan,,24.0,Madukwe,56.0,France,0.0,1.0,119175.45,1.0,155.50999780391,Affluent,,,,850.0,1.0,131317.48,,0
4085,8.0,Female,,No loan,,,Cameron,53.0,France,,1.0,,1.0,111.449327196526,Mass Market,,76.0,,752.0,1.0,114233.18,,0
4087,,Female,Postgraduate,Default risk,,31.0,Retana,35.0,France,,,,,,High Net Worth,Divorced,37.0,3558.0,,0.0,,,0
4088,,,University,,8.0,31.0,Levy,51.0,Germany,0.0,1.0,,,104.423179462025,,Married,68.0,4774.0,555.0,1.0,138214.5,1.0,1
4089,7.0,,University,No loan,9.0,30.0,Goliwe,43.0,Spain,0.0,1.0,177357.16,1.0,125.855043344053,Mass Market,Married,62.0,6815.0,,1.0,138150.57,1.0,0
4090,5.0,Male,Other,,0.0,31.0,Castiglione,,France,,,95655.16,0.0,172.970495621142,High Net Worth,,,5231.0,,0.0,0.0,1.0,0
4091,,Male,Postgraduate,Active loan,3.0,,,55.0,France,1.0,1.0,118752.6,1.0,93.6147852615545,,,51.0,5152.0,804.0,,0.0,2.0,0
4092,1.0,,High School,Active loan,5.0,32.0,O'Loghlen,48.0,France,0.0,1.0,110510.28,0.0,,Affluent,Single,56.0,,636.0,,170833.46,1.0,1
4093,,Female,University,No loan,8.0,25.0,Hopkins,39.0,Germany,0.0,1.0,,1.0,202.480887235628,Mass Market,Married,19.0,5700.0,541.0,,100116.67,1.0,1
4094,1.0,,Postgraduate,Active loan,3.0,,Laney,40.0,,,,46253.65,1.0,75.1768327766567,,,76.0,4503.0,,0.0,134590.21,1.0,0
4095,9.0,Male,,Active loan,,23.0,Fleming,64.0,,0.0,,124341.49,1.0,91.0364411088468,Affluent,Single,57.0,467.0,544.0,0.0,,1.0,0
4096,4.0,Female,,,,30.0,Theus,31.0,Spain,2.0,1.0,162149.07,1.0,48.0352446992995,High Net Worth,,54.0,,850.0,0.0,,,0
4097,5.0,,University,No loan,8.0,38.0,Bellew,28.0,France,,0.0,19653.08,1.0,95.4760978710933,Mass Market,Married,67.0,1522.0,727.0,1.0,0.0,2.0,0
4098,4.0,,High School,,9.0,22.0,Uwaezuoke,29.0,,0.0,,32089.57,0.0,112.669016763168,Mass Market,Married,,3039.0,490.0,,0.0,2.0,0
4099,5.0,Male,,,9.0,,Brown,,France,0.0,1.0,,0.0,,Mass Market,Married,36.0,3657.0,663.0,,141462.13,,0
4100,7.0,Male,University,No loan,8.0,,,36.0,France,0.0,1.0,123775.15,0.0,225.131562291845,Mass Market,Married,84.0,,690.0,1.0,,,0
4101,,,High School,Active loan,7.0,38.0,Chieloka,34.0,Spain,0.0,0.0,479.54,,142.066634112501,Affluent,Single,,,,0.0,127095.14,2.0,0
4102,5.0,Male,,Active loan,,18.0,,53.0,Germany,1.0,1.0,180598.28,0.0,68.640677234112,High Net Worth,Divorced,59.0,,545.0,,,1.0,1
4103,10.0,,Postgraduate,,,,,,Germany,,1.0,166236.38,1.0,65.7145892039869,,,69.0,6243.0,599.0,0.0,143888.22,2.0,1
4104,8.0,Female,University,No loan,10.0,24.0,,,Germany,0.0,,23970.13,0.0,,,,,2971.0,605.0,1.0,125338.8,2.0,0
4105,6.0,,University,No loan,,32.0,Clark,34.0,France,,,,,86.8184784555763,Mass Market,Married,69.0,5050.0,672.0,,0.0,,0
4106,9.0,Male,University,No loan,10.0,31.0,Guerra,35.0,France,0.0,1.0,71154.1,,91.0817528867102,Mass Market,Married,,438.0,593.0,1.0,114193.24,,0
4107,7.0,,High School,No loan,9.0,32.0,Kruglov,,Spain,0.0,1.0,47018.75,0.0,135.768159191083,Mass Market,,,,516.0,1.0,,,0
4108,6.0,Female,University,,9.0,,Adamson,57.0,France,,0.0,194421.12,1.0,67.4233362444286,Mass Market,,,2560.0,506.0,1.0,0.0,,1
4109,,,Postgraduate,Default risk,1.0,,Hobbs,25.0,Germany,2.0,1.0,35770.84,1.0,121.943926796972,High Net Worth,,70.0,3975.0,816.0,,,,0
4110,7.0,,,,,43.0,Conti,55.0,,,,75685.59,1.0,97.6493020674458,Mass Market,Married,,6728.0,621.0,1.0,131033.76,1.0,1
4111,8.0,Male,High School,No loan,5.0,31.0,Wilson,,France,0.0,1.0,96131.47,0.0,48.1860448070079,Affluent,Single,,2719.0,627.0,1.0,,1.0,0
4112,6.0,Female,High School,,5.0,,Chikezie,48.0,France,0.0,1.0,191870.28,,85.7976649812136,Affluent,Single,47.0,,,,,2.0,0
4113,7.0,Female,High School,Active loan,,24.0,Lindeman,39.0,Spain,0.0,,6075.36,1.0,65.1767549258739,Affluent,,49.0,4904.0,679.0,1.0,,,0
4114,,,High School,Active loan,6.0,22.0,,,Germany,0.0,1.0,26772.04,0.0,55.0525660490393,,Single,,4639.0,571.0,,71843.15,,0
4115,,Male,University,,9.0,31.0,,68.0,France,,,199493.38,,129.550943934005,Mass Market,Married,68.0,263.0,640.0,1.0,0.0,2.0,0
4116,2.0,Female,University,No loan,,,,31.0,France,,1.0,181893.31,1.0,77.1243100504859,Mass Market,Married,,3701.0,,1.0,57530.06,1.0,1
4117,4.0,Male,High School,No loan,2.0,24.0,Obiora,37.0,Spain,,1.0,121763.68,,,,Single,58.0,4269.0,548.0,1.0,,1.0,0
4118,8.0,,University,No loan,,40.0,Chukwuebuka,37.0,Germany,0.0,0.0,980.93,1.0,,Mass Market,Married,74.0,6240.0,435.0,1.0,,1.0,1
4119,9.0,,Other,Default risk,0.0,,Akhtar,31.0,France,3.0,1.0,,1.0,,High Net Worth,Widowed,,6572.0,641.0,0.0,,1.0,0
4120,6.0,Female,,,,30.0,,38.0,France,0.0,,,0.0,,Mass Market,Married,25.0,326.0,675.0,1.0,68065.8,,1
4121,8.0,Male,,No loan,10.0,40.0,Shen,32.0,,0.0,1.0,,,87.2221995018448,Mass Market,Married,,5894.0,522.0,1.0,124450.36,2.0,0
4122,,,High School,Active loan,4.0,24.0,Marcelo,,Spain,0.0,0.0,22909.56,,,Affluent,Single,37.0,1483.0,646.0,0.0,,1.0,0
4123,,Male,University,No loan,,,,28.0,,0.0,,131249.46,1.0,105.398237307403,Mass Market,Married,52.0,2550.0,,,,2.0,0
4124,7.0,Female,,No loan,9.0,,Charlton,40.0,Germany,0.0,0.0,161154.85,0.0,,Mass Market,Married,72.0,6765.0,,1.0,96202.32,1.0,0
4125,,,,No loan,8.0,35.0,Jimenez,38.0,Spain,0.0,1.0,58332.91,,322.399081517042,,Married,,2705.0,594.0,1.0,0.0,,0
4126,9.0,,University,No loan,,30.0,Ross,,France,0.0,,2168.13,1.0,,Mass Market,Married,40.0,3915.0,681.0,1.0,97023.21,1.0,0
4127,,Male,High School,Active loan,7.0,31.0,,42.0,Germany,,1.0,104804.74,1.0,147.834157110926,,Single,37.0,5360.0,,,176702.36,2.0,0
4128,6.0,Male,,No loan,,38.0,Watson,31.0,Spain,0.0,1.0,149170.92,0.0,,,Single,,3205.0,850.0,1.0,,2.0,0
4129,8.0,Male,University,No loan,9.0,26.0,Munro,,Spain,0.0,1.0,,,,Mass Market,,74.0,4613.0,619.0,1.0,,,1
4130,,Male,,No loan,9.0,33.0,Hunt,,,0.0,0.0,,1.0,88.3421415038914,,Married,,2335.0,,1.0,,1.0,1
4131,,Male,Postgraduate,Default risk,1.0,40.0,Eluemuno,,,2.0,1.0,,1.0,242.404112760199,High Net Worth,,64.0,,768.0,,95984.69,2.0,0
4132,10.0,Male,High School,No loan,,31.0,Macleod,,,0.0,1.0,178153.65,0.0,,Affluent,Single,,,807.0,1.0,,2.0,0
4133,,Female,High School,Active loan,,26.0,,41.0,Spain,0.0,1.0,,0.0,54.9159458803071,,Single,77.0,1634.0,567.0,0.0,0.0,,0
4134,2.0,Female,,Active loan,6.0,23.0,Obiuto,53.0,France,0.0,,28045.77,0.0,,,,60.0,,,0.0,,2.0,0
4135,9.0,,High School,No loan,9.0,,Clark,42.0,France,0.0,0.0,174667.65,,,Mass Market,Married,60.0,1680.0,697.0,1.0,132739.26,2.0,0
4136,10.0,Male,University,No loan,8.0,30.0,,44.0,Germany,,1.0,,0.0,,Mass Market,,69.0,124.0,480.0,,129608.57,1.0,1
4137,5.0,Male,,No loan,,,Bezrukov,47.0,,0.0,1.0,,,,Affluent,,,5773.0,767.0,1.0,0.0,,1
4138,5.0,Female,University,,8.0,,,35.0,,0.0,,,1.0,,Mass Market,Married,,1258.0,683.0,,95698.79,1.0,0
4139,6.0,Male,High School,,4.0,28.0,Ellis,,Spain,0.0,1.0,53087.98,,75.8838791124394,Affluent,Single,72.0,3400.0,487.0,0.0,61691.45,,0
4140,9.0,Male,,No loan,,22.0,Septimus,,France,0.0,1.0,60906.12,1.0,129.113173281968,,Married,76.0,6388.0,569.0,1.0,178755.84,1.0,0
4141,,,High School,Active loan,5.0,20.0,Amaechi,,France,0.0,0.0,170454.93,1.0,190.608510896634,Affluent,,53.0,4166.0,735.0,,,2.0,1
4142,1.0,,High School,No loan,,25.0,Chang,39.0,Germany,,1.0,116511.12,,321.011873143571,Mass Market,Married,82.0,2544.0,704.0,,124640.51,,1
4143,5.0,Female,University,No loan,,27.0,Gibson,45.0,France,0.0,1.0,180345.44,0.0,69.7288095267825,Mass Market,Married,73.0,2617.0,654.0,1.0,0.0,1.0,0
4144,8.0,,,No loan,10.0,24.0,Lei,59.0,Germany,0.0,0.0,27965.0,0.0,,Mass Market,,,,613.0,1.0,,,1
4145,10.0,Male,Postgraduate,Active loan,3.0,25.0,Chadwick,37.0,,1.0,,,1.0,126.713135879407,High Net Worth,Divorced,64.0,429.0,702.0,0.0,,,0
4146,,Female,,Active loan,3.0,28.0,McDonald,39.0,Germany,,1.0,104721.5,0.0,125.209810042783,High Net Worth,Divorced,,,,0.0,,1.0,1
4147,,,University,No loan,10.0,32.0,,26.0,Germany,0.0,1.0,,0.0,150.84076433998,Mass Market,Married,55.0,4848.0,,1.0,119545.48,,0
4148,,,High School,,,,Calabresi,,Germany,,0.0,,,151.434721400964,,Single,71.0,,717.0,1.0,82498.14,2.0,0
4149,,Male,University,No loan,8.0,,Fleming,,,,,11302.7,,,Mass Market,Married,,6564.0,645.0,1.0,140121.17,,1
4150,,Female,Postgraduate,Default risk,1.0,,Tsou,42.0,France,,0.0,121138.77,0.0,,High Net Worth,Divorced,75.0,3618.0,641.0,,0.0,,0
4151,3.0,Male,University,No loan,8.0,30.0,Alexeyeva,42.0,France,0.0,,190531.77,0.0,175.633202882693,Mass Market,Married,59.0,3153.0,471.0,1.0,164951.56,,0
4152,9.0,,University,No loan,,,Harrison,48.0,,,0.0,,0.0,104.103686400742,,Married,,4452.0,,1.0,114169.16,1.0,1
4153,,Female,University,No loan,10.0,29.0,Pisani,34.0,,0.0,1.0,84033.35,1.0,,Mass Market,Married,60.0,3411.0,,,0.0,,0
4154,8.0,Female,High School,No loan,9.0,34.0,,46.0,,,0.0,44390.38,,173.691183315389,Mass Market,Married,57.0,,,1.0,167795.6,1.0,0
4155,10.0,Male,University,No loan,,36.0,Edmondson,42.0,,0.0,0.0,79408.17,1.0,116.303466412961,,Married,,5622.0,633.0,1.0,,1.0,0
4156,6.0,,,No loan,8.0,31.0,,22.0,France,,1.0,,1.0,161.170918712244,Mass Market,Married,68.0,2626.0,678.0,,118064.93,2.0,0
4157,,Male,High School,Active loan,,28.0,Hung,31.0,France,,,41970.72,0.0,88.7036511860538,,Single,56.0,78.0,738.0,,82674.15,,0
4158,3.0,,High School,No loan,,,Toscani,42.0,,0.0,1.0,166516.84,1.0,,Affluent,Single,75.0,,641.0,1.0,121765.37,2.0,0
4159,3.0,Male,,No loan,,27.0,Logan,,Spain,,0.0,,1.0,126.900356203974,Mass Market,Married,43.0,,573.0,1.0,154669.77,1.0,1
4160,2.0,Male,University,No loan,10.0,35.0,Burgos,60.0,Spain,0.0,,177480.45,,,,,,5713.0,659.0,1.0,,1.0,1
4161,,,University,No loan,9.0,32.0,Ts'ui,,Germany,,1.0,60891.8,0.0,184.878817681679,Mass Market,Married,,811.0,,1.0,,2.0,1
